event_id,unit_id,event_type,event_time,from_branch_id,to_branch_id,request_id
E0008651,U0008785,ISSUED,2026-05-18T14:59:34.051392+05:30,BR05,BR05,R005554
E0008652,U0010286,ISSUED,2026-05-18T14:59:34.051392+05:30,BR05,BR05,R005554
E0008653,U0010298,ISSUED,2026-05-18T14:59:34.051392+05:30,BR05,BR05,R005554
E0008654,U0006979,ISSUED,2026-05-18T15:45:14.294812+05:30,BR03,BR03,R005555
E0008655,U0010440,ISSUED,2026-05-18T16:18:50.674664+05:30,BR05,BR05,R005556
E0008656,U0008390,ISSUED,2026-05-18T15:43:04.702869+05:30,BR03,BR03,R005557
E0008657,U0008398,ISSUED,2026-05-18T15:43:04.702869+05:30,BR03,BR03,R005557
E0008658,U0010954,ISSUED,2026-05-18T18:16:38.042878+05:30,BR02,BR05,R005558
E0008659,U0009070,ISSUED,2026-05-18T18:20:28.049000+05:30,BR05,BR05,R005559
E0008660,U0007710,ISSUED,2026-05-18T18:20:28.049000+05:30,BR05,BR05,R005559
E0008661,U0007746,ISSUED,2026-05-18T18:20:28.049000+05:30,BR05,BR05,R005559
E0008662,U0010360,ISSUED,2026-05-18T19:09:39.683738+05:30,BR06,BR06,R005560
E0008663,U0010573,ISSUED,2026-05-18T19:09:39.683738+05:30,BR06,BR06,R005560
E0008664,U0004502,ISSUED,2026-05-18T17:00:11.825477+05:30,BR01,BR01,R005561
E0008665,U0004540,ISSUED,2026-05-18T17:00:11.825477+05:30,BR01,BR01,R005561
E0008666,U0004643,ISSUED,2026-05-18T17:08:46.251904+05:30,BR01,BR01,R005562
E0008667,U0004649,ISSUED,2026-05-18T17:08:46.251904+05:30,BR01,BR01,R005562
E0008668,U0011231,ISSUED,2026-05-18T18:02:13.054581+05:30,BR05,BR05,R005563
E0008669,U0010621,ISSUED,2026-05-18T18:02:13.054581+05:30,BR03,BR05,R005563
E0008670,U0011139,ISSUED,2026-05-18T19:25:16.416961+05:30,BR04,BR04,R005564
E0008671,U0010539,ISSUED,2026-05-18T17:25:35.311563+05:30,BR02,BR02,R005565
E0008672,U0010557,ISSUED,2026-05-18T17:25:35.311563+05:30,BR02,BR02,R005565
E0008673,U0006453,ISSUED,2026-05-18T17:34:32.249490+05:30,BR02,BR02,R005566
E0008674,U0007887,ISSUED,2026-05-18T17:34:32.249490+05:30,BR02,BR02,R005566
E0008675,U0004001,ISSUED,2026-05-18T17:55:31.126908+05:30,BR05,BR05,R005567
E0008676,U0004123,ISSUED,2026-05-18T17:55:31.126908+05:30,BR05,BR05,R005567
E0008677,U0008866,ISSUED,2026-05-18T16:56:52.957018+05:30,BR05,BR05,R005568
E0008678,U0011320,DISCARDED_TTI,2026-05-19T16:37:29.413988+05:30,BR05,,
E0008679,U0005263,ISSUED,2026-05-18T17:25:36.612761+05:30,BR05,BR05,R005569
E0008680,U0005441,ISSUED,2026-05-18T17:25:36.612761+05:30,BR05,BR05,R005569
E0008681,U0006478,ISSUED,2026-05-18T17:19:10.585643+05:30,BR02,BR02,R005570
E0008682,U0004204,ISSUED,2026-05-18T18:33:07.794007+05:30,BR01,BR01,R005571
E0008683,U0004243,ISSUED,2026-05-18T18:33:07.794007+05:30,BR01,BR01,R005571
E0008684,U0007500,ISSUED,2026-05-18T18:42:38.651376+05:30,BR01,BR01,R005572
E0008685,U0007543,ISSUED,2026-05-18T18:42:38.651376+05:30,BR01,BR01,R005572
E0008686,U0006497,ISSUED,2026-05-18T20:52:30.850653+05:30,BR02,BR02,R005573
E0008687,U0007055,ISSUED,2026-05-18T18:36:56.113066+05:30,BR03,BR03,R005574
E0008688,U0010381,ISSUED,2026-05-18T19:08:18.900316+05:30,BR06,BR06,R005575
E0008689,U0010434,ISSUED,2026-05-18T19:08:18.900316+05:30,BR06,BR06,R005575
E0008690,U0010478,ISSUED,2026-05-18T19:08:18.900316+05:30,BR06,BR06,R005575
E0008691,U0007522,ISSUED,2026-05-18T19:28:11.398547+05:30,BR03,BR03,R005576
E0008692,U0008947,ISSUED,2026-05-18T19:28:11.398547+05:30,BR03,BR03,R005576
E0008693,U0007584,ISSUED,2026-05-18T19:28:11.398547+05:30,BR03,BR03,R005576
E0008694,U0007540,ISSUED,2026-05-18T19:15:52.666029+05:30,BR03,BR03,R005577
E0008695,U0011079,ISSUED,2026-05-18T21:38:53.756232+05:30,BR06,BR05,R005578
E0008696,U0010247,ISSUED,2026-05-18T21:38:53.756232+05:30,BR03,BR05,R005578
E0008697,U0009659,ISSUED,2026-05-18T22:09:45.873883+05:30,BR05,BR05,R005579
E0008698,U0010313,ISSUED,2026-05-18T20:01:15.780751+05:30,BR01,BR01,R005580
E0008699,U0010750,ISSUED,2026-05-18T21:44:51.059109+05:30,BR01,BR01,R005581
E0008700,U0011313,ISSUED,2026-05-18T21:44:51.059109+05:30,BR05,BR01,R005581
E0008701,U0010682,ISSUED,2026-05-18T20:17:52.231319+05:30,BR01,BR01,R005582
E0008702,U0008627,ISSUED,2026-05-18T22:27:51.765093+05:30,BR01,BR01,R005584
E0008703,U0008675,ISSUED,2026-05-18T22:27:51.765093+05:30,BR01,BR01,R005584
E0008704,U0008748,ISSUED,2026-05-18T23:20:31.565806+05:30,BR02,BR02,R005585
E0008705,U0006548,ISSUED,2026-05-18T21:08:27.274935+05:30,BR02,BR02,R005586
E0008706,U0008046,ISSUED,2026-05-18T21:08:27.274935+05:30,BR02,BR02,R005586
E0008707,U0006603,ISSUED,2026-05-18T21:08:27.274935+05:30,BR02,BR02,R005586
E0008708,U0011133,ISSUED,2026-05-18T21:34:40.294680+05:30,BR01,BR01,R005587
E0008709,U0007839,ISSUED,2026-05-18T23:59:05.185042+05:30,BR02,BR02,R005588
E0008710,U0010475,ISSUED,2026-05-18T21:37:55.787664+05:30,BR05,BR05,R005590
E0008711,U0009930,ISSUED,2026-05-19T00:40:52.958672+05:30,BR05,BR05,R005591
E0008712,U0008450,ISSUED,2026-05-19T00:40:52.958672+05:30,BR05,BR05,R005591
E0008713,U0004587,ISSUED,2026-05-18T22:25:15.905922+05:30,BR03,BR03,R005592
E0008714,U0004660,ISSUED,2026-05-18T22:25:15.905922+05:30,BR03,BR03,R005592
E0008715,U0010290,ISSUED,2026-05-18T21:50:33.622333+05:30,BR03,BR03,R005593
E0008716,U0009248,ISSUED,2026-05-18T21:56:00.406661+05:30,BR01,BR01,R005594
E0008717,U0010637,ISSUED,2026-05-18T22:42:11.575112+05:30,BR03,BR03,R005595
E0008718,U0010838,ISSUED,2026-05-18T22:42:11.575112+05:30,BR03,BR03,R005595
E0008719,U0010965,ISSUED,2026-05-19T01:22:30.711858+05:30,BR05,BR05,R005596
E0008720,U0011005,ISSUED,2026-05-18T22:39:17.090608+05:30,BR02,BR02,R005597
E0008721,U0009501,ISSUED,2026-05-19T02:01:31.304405+05:30,BR06,BR06,R005598
E0008722,U0002439,ISSUED,2026-05-19T01:48:54.678477+05:30,BR02,BR02,R005599
E0008723,U0002447,ISSUED,2026-05-19T01:48:54.678477+05:30,BR02,BR02,R005599
E0008724,U0007792,ISSUED,2026-05-18T23:53:34.146160+05:30,BR05,BR05,R005600
E0008725,U0008481,ISSUED,2026-05-18T23:49:13.116028+05:30,BR05,BR05,R005601
E0008726,U0007649,ISSUED,2026-05-19T02:24:28.540450+05:30,BR01,BR01,R005602
E0008727,U0010562,ISSUED,2026-05-18T23:18:49.443221+05:30,BR06,BR06,R005603
E0008728,U0010099,EXPIRED,2026-05-18T09:32:15.196931+05:30,BR02,,
E0008729,U0010205,EXPIRED,2026-05-18T13:40:59.535948+05:30,BR02,,
E0008730,U0010222,EXPIRED,2026-05-18T14:05:35.176428+05:30,BR01,,
E0008731,U0010264,EXPIRED,2026-05-18T15:58:46.241204+05:30,BR01,,
E0008732,U0010090,EXPIRED,2026-05-18T09:04:29.022313+05:30,BR05,,
E0008733,U0010883,ISSUED,2026-05-19T10:00:34.518867+05:30,BR03,BR03,R005604
E0008734,U0010649,ISSUED,2026-05-19T07:23:28.893694+05:30,BR02,BR02,R005605
E0008735,U0008463,ISSUED,2026-05-19T07:46:32.107552+05:30,BR03,BR03,R005606
E0008736,U0007089,ISSUED,2026-05-19T07:46:32.107552+05:30,BR03,BR03,R005606
E0008737,U0008597,ISSUED,2026-05-19T07:46:32.107552+05:30,BR03,BR03,R005606
E0008738,U0007828,ISSUED,2026-05-19T08:21:07.664503+05:30,BR05,BR05,R005607
E0008739,U0010732,ISSUED,2026-05-19T10:57:59.488786+05:30,BR01,BR01,R005608
E0008740,U0010768,ISSUED,2026-05-19T10:57:59.488786+05:30,BR01,BR01,R005608
E0008741,U0007405,ISSUED,2026-05-19T11:19:40.338587+05:30,BR02,BR02,R005610
E0008742,U0008693,ISSUED,2026-05-19T10:24:46.511185+05:30,BR01,BR01,R005611
E0008743,U0008772,ISSUED,2026-05-19T09:23:42.035607+05:30,BR02,BR02,R005612
E0008744,U0007451,ISSUED,2026-05-19T09:23:42.035607+05:30,BR02,BR02,R005612
E0008745,U0009365,ISSUED,2026-05-19T12:08:58.902873+05:30,BR06,BR06,R005613
E0008746,U0011171,ISSUED,2026-05-19T14:56:24.582312+05:30,BR06,BR05,R005614
E0008747,U0011234,ISSUED,2026-05-19T14:56:24.582312+05:30,BR02,BR05,R005614
E0008748,U0010834,ISSUED,2026-05-19T14:56:24.582312+05:30,BR01,BR05,R005614
E0008749,U0009302,ISSUED,2026-05-19T12:45:24.137497+05:30,BR01,BR01,R005615
E0008750,U0010623,ISSUED,2026-05-19T10:33:23.296447+05:30,BR06,BR06,R005616
E0008751,U0010800,ISSUED,2026-05-19T10:33:23.296447+05:30,BR06,BR06,R005616
E0008752,U0010728,ISSUED,2026-05-19T13:17:17.706932+05:30,BR05,BR05,R005617
E0008753,U0011098,ISSUED,2026-05-19T13:17:17.706932+05:30,BR05,BR05,R005617
E0008754,U0006538,ISSUED,2026-05-19T10:43:42.653359+05:30,BR05,BR05,R005618
E0008755,U0008622,ISSUED,2026-05-19T10:33:58.845697+05:30,BR05,BR05,R005619
E0008756,U0009568,ISSUED,2026-05-19T13:07:01.309705+05:30,BR06,BR06,R005620
E0008757,U0009580,ISSUED,2026-05-19T13:07:01.309705+05:30,BR06,BR06,R005620
E0008758,U0011212,ISSUED,2026-05-19T14:12:33.975162+05:30,BR04,BR04,R005621
E0008759,U0011288,ISSUED,2026-05-19T14:12:33.975162+05:30,BR04,BR04,R005621
E0008760,U0010140,ISSUED,2026-05-19T12:42:32.791437+05:30,BR01,BR06,R005622
E0008761,U0010782,ISSUED,2026-05-19T11:55:50.044111+05:30,BR01,BR01,R005623
E0008762,U0009172,ISSUED,2026-05-19T12:22:12.272170+05:30,BR05,BR05,R005624
E0008763,U0007707,ISSUED,2026-05-19T14:56:13.180883+05:30,BR01,BR01,R005625
E0008764,U0009474,ISSUED,2026-05-19T12:18:41.542833+05:30,BR06,BR06,R005626
E0008765,U0010393,ISSUED,2026-05-19T12:38:09.095153+05:30,BR03,BR03,R005627
E0008766,U0011302,ISSUED,2026-05-19T12:29:59.558269+05:30,BR01,BR01,R005628
E0008767,U0007698,ISSUED,2026-05-19T14:00:29.194675+05:30,BR03,BR03,R005629
E0008768,U0008868,ISSUED,2026-05-19T12:54:50.288676+05:30,BR05,BR05,R005630
E0008769,U0008873,ISSUED,2026-05-19T12:54:50.288676+05:30,BR05,BR05,R005630
E0008770,U0006552,ISSUED,2026-05-19T12:27:22.558999+05:30,BR05,BR05,R005631
E0008771,U0011148,ISSUED,2026-05-19T12:40:07.263522+05:30,BR04,BR04,R005632
E0008772,U0008605,ISSUED,2026-05-19T11:59:29.265630+05:30,BR03,BR03,R005633
E0008773,U0007210,ISSUED,2026-05-19T11:59:29.265630+05:30,BR03,BR03,R005633
E0008774,U0010706,ISSUED,2026-05-19T12:28:08.315865+05:30,BR04,BR04,R005634
E0008775,U0010918,ISSUED,2026-05-19T12:28:08.315865+05:30,BR04,BR04,R005634
E0008776,U0011338,ISSUED,2026-05-19T15:21:40.004387+05:30,BR05,BR02,R005635
E0008777,U0011428,ISSUED,2026-05-19T15:21:40.004387+05:30,BR05,BR02,R005635
E0008778,U0004214,ISSUED,2026-05-19T13:05:08.791341+05:30,BR03,BR03,R005636
E0008779,U0004300,ISSUED,2026-05-19T13:27:59.490764+05:30,BR04,BR04,R005637
E0008780,U0011383,ISSUED,2026-05-19T13:00:07.912613+05:30,BR06,BR06,R005638
E0008781,U0011413,ISSUED,2026-05-19T14:14:58.438717+05:30,BR04,BR04,R005639
E0008782,U0010528,ISSUED,2026-05-19T15:41:49.936861+05:30,BR02,BR04,R005641
E0008783,U0011113,ISSUED,2026-05-19T15:41:49.936861+05:30,BR06,BR04,R005641
E0008784,U0010999,ISSUED,2026-05-19T16:47:07.861321+05:30,BR04,BR04,R005642
E0008785,U0010801,ISSUED,2026-05-19T16:35:57.939543+05:30,BR06,BR06,R005643
E0008786,U0011252,ISSUED,2026-05-19T16:35:57.939543+05:30,BR06,BR06,R005643
E0008787,U0011193,ISSUED,2026-05-19T16:51:39.385071+05:30,BR04,BR04,R005644
E0008788,U0004422,ISSUED,2026-05-19T14:23:32.249284+05:30,BR04,BR04,R005645
E0008789,U0010803,ISSUED,2026-05-19T15:44:12.461227+05:30,BR01,BR01,R005646
E0008790,U0008743,ISSUED,2026-05-19T17:06:30.990312+05:30,BR01,BR01,R005647
E0008791,U0009211,ISSUED,2026-05-19T16:20:53.846661+05:30,BR05,BR05,R005648
E0008792,U0009233,ISSUED,2026-05-19T16:20:53.846661+05:30,BR05,BR05,R005648
E0008793,U0010889,ISSUED,2026-05-19T15:07:50.069035+05:30,BR01,BR01,R005649
E0008794,U0006615,ISSUED,2026-05-19T17:43:07.418747+05:30,BR02,BR02,R005650
E0008795,U0006631,ISSUED,2026-05-19T17:43:07.418747+05:30,BR02,BR02,R005650
E0008796,U0006634,ISSUED,2026-05-19T17:43:07.418747+05:30,BR02,BR02,R005650
E0008797,U0004999,ISSUED,2026-05-19T17:03:48.050102+05:30,BR01,BR01,R005651
E0008798,U0007699,ISSUED,2026-05-19T15:11:49.709537+05:30,BR03,BR03,R005652
E0008799,U0010855,ISSUED,2026-05-19T16:31:20.790888+05:30,BR06,BR06,R005653
E0008800,U0010884,ISSUED,2026-05-19T16:43:14.859345+05:30,BR06,BR06,R005654
E0008801,U0011084,ISSUED,2026-05-19T16:43:14.859345+05:30,BR06,BR06,R005654
E0008802,U0011158,ISSUED,2026-05-19T16:43:14.859345+05:30,BR06,BR06,R005654
E0008803,U0008002,ISSUED,2026-05-19T16:20:24.692612+05:30,BR05,BR05,R005655
E0008804,U0007457,ISSUED,2026-05-19T16:04:40.520758+05:30,BR02,BR02,R005656
E0008805,U0007459,ISSUED,2026-05-19T16:04:40.520758+05:30,BR02,BR02,R005656
E0008806,U0007467,ISSUED,2026-05-19T16:04:40.520758+05:30,BR02,BR02,R005656
E0008807,U0011163,ISSUED,2026-05-19T17:22:56.748180+05:30,BR06,BR06,R005657
E0008808,U0007881,ISSUED,2026-05-19T17:11:27.592536+05:30,BR02,BR02,R005658
E0008809,U0007490,ISSUED,2026-05-19T16:09:46.227394+05:30,BR02,BR02,R005659
E0008810,U0006593,ISSUED,2026-05-19T19:27:06.759663+05:30,BR05,BR05,R005660
E0008811,U0011176,ISSUED,2026-05-19T16:51:03.298599+05:30,BR04,BR04,R005661
E0008812,U0011493,ISSUED,2026-05-19T18:26:52.777389+05:30,BR01,BR05,R005662
E0008813,U0010524,ISSUED,2026-05-19T17:24:51.029193+05:30,BR01,BR01,R005663
E0008814,U0010533,ISSUED,2026-05-19T17:24:51.029193+05:30,BR01,BR01,R005663
E0008815,U0011412,ISSUED,2026-05-19T16:57:48.184590+05:30,BR04,BR04,R005664
E0008816,U0010334,ISSUED,2026-05-19T16:57:48.184590+05:30,BR04,BR04,R005664
E0008817,U0011524,DISCARDED_TTI,2026-05-20T16:49:09.298136+05:30,BR06,,
E0008818,U0011515,ISSUED,2026-05-19T20:23:40.113666+05:30,BR06,BR06,R005665
E0008819,U0010902,ISSUED,2026-05-19T18:47:44.805177+05:30,BR02,BR04,R005666
E0008820,U0011309,ISSUED,2026-05-19T18:47:44.805177+05:30,BR06,BR04,R005666
E0008821,U0008658,ISSUED,2026-05-19T19:42:09.491909+05:30,BR05,BR05,R005667
E0008822,U0011417,ISSUED,2026-05-19T18:41:45.643643+05:30,BR05,BR04,R005668
E0008823,U0010922,ISSUED,2026-05-19T18:41:45.643643+05:30,BR03,BR04,R005668
E0008824,U0011094,ISSUED,2026-05-19T17:13:43.723533+05:30,BR06,BR06,R005669
E0008825,U0010853,ISSUED,2026-05-19T17:58:54.069407+05:30,BR01,BR01,R005670
E0008826,U0010987,ISSUED,2026-05-19T17:58:54.069407+05:30,BR01,BR01,R005670
E0008827,U0011088,ISSUED,2026-05-19T20:00:06.903160+05:30,BR02,BR03,R005671
E0008828,U0006642,ISSUED,2026-05-19T17:56:28.141357+05:30,BR02,BR02,R005672
E0008829,U0006646,ISSUED,2026-05-19T17:56:28.141357+05:30,BR02,BR02,R005672
E0008830,U0011150,ISSUED,2026-05-19T20:08:43.826214+05:30,BR06,BR06,R005673
E0008831,U0011157,ISSUED,2026-05-19T20:08:43.826214+05:30,BR06,BR06,R005673
E0008832,U0007898,ISSUED,2026-05-19T19:22:05.234332+05:30,BR02,BR02,R005674
E0008833,U0006484,ISSUED,2026-05-19T19:22:05.234332+05:30,BR02,BR02,R005674
E0008834,U0011341,ISSUED,2026-05-19T21:50:37.584300+05:30,BR06,BR06,R005675
E0008835,U0010384,ISSUED,2026-05-19T19:53:42.518243+05:30,BR05,BR05,R005676
E0008836,U0009735,ISSUED,2026-05-19T19:07:04.952555+05:30,BR06,BR06,R005677
E0008837,U0009936,ISSUED,2026-05-19T21:22:52.334411+05:30,BR01,BR01,R005678
E0008838,U0008919,ISSUED,2026-05-19T19:46:33.377763+05:30,BR05,BR05,R005679
E0008839,U0009737,ISSUED,2026-05-19T22:48:50.256753+05:30,BR06,BR06,R005680
E0008840,U0006517,ISSUED,2026-05-19T19:46:14.148386+05:30,BR02,BR02,R005681
E0008841,U0006179,ISSUED,2026-05-19T19:59:52.007969+05:30,BR06,BR06,R005682
E0008842,U0008479,ISSUED,2026-05-19T20:01:31.224689+05:30,BR05,BR05,R005683
E0008843,U0004467,ISSUED,2026-05-19T22:38:17.316036+05:30,BR06,BR06,R005684
E0008844,U0004567,ISSUED,2026-05-19T22:38:17.316036+05:30,BR06,BR06,R005684
E0008845,U0006658,ISSUED,2026-05-19T23:13:09.364638+05:30,BR02,BR02,R005685
E0008846,U0006674,ISSUED,2026-05-19T23:13:09.364638+05:30,BR02,BR02,R005685
E0008847,U0008157,ISSUED,2026-05-19T23:13:09.364638+05:30,BR02,BR02,R005685
E0008848,U0009315,ISSUED,2026-05-19T23:50:37.172275+05:30,BR01,BR01,R005686
E0008849,U0008757,ISSUED,2026-05-19T23:51:48.558377+05:30,BR01,BR01,R005687
E0008850,U0008759,ISSUED,2026-05-19T23:51:48.558377+05:30,BR01,BR01,R005687
E0008851,U0006534,ISSUED,2026-05-19T21:47:11.711013+05:30,BR02,BR02,R005688
E0008852,U0006543,ISSUED,2026-05-19T21:47:11.711013+05:30,BR02,BR02,R005688
E0008853,U0011267,ISSUED,2026-05-19T22:02:49.324690+05:30,BR06,BR06,R005689
E0008854,U0010615,ISSUED,2026-05-19T22:14:33.711121+05:30,BR01,BR01,R005690
E0008855,U0004542,ISSUED,2026-05-19T22:46:33.050399+05:30,BR04,BR04,R005691
E0008856,U0004677,ISSUED,2026-05-19T22:46:33.050399+05:30,BR04,BR04,R005691
E0008857,U0008805,ISSUED,2026-05-20T00:43:31.297212+05:30,BR01,BR01,R005692
E0008858,U0007585,ISSUED,2026-05-19T23:55:36.288909+05:30,BR03,BR03,R005693
E0008859,U0009808,ISSUED,2026-05-20T01:03:22.985735+05:30,BR06,BR06,R005694
E0008860,U0005443,ISSUED,2026-05-19T22:50:21.230287+05:30,BR05,BR05,R005695
E0008861,U0005637,ISSUED,2026-05-19T22:50:21.230287+05:30,BR05,BR05,R005695
E0008862,U0010735,ISSUED,2026-05-19T23:20:43.937045+05:30,BR02,BR02,R005696
E0008863,U0010821,ISSUED,2026-05-20T02:14:49.720534+05:30,BR01,BR01,R005697
E0008864,U0010824,ISSUED,2026-05-20T02:14:49.720534+05:30,BR01,BR01,R005697
E0008865,U0009352,ISSUED,2026-05-20T02:14:49.720534+05:30,BR01,BR01,R005697
E0008866,U0010312,ISSUED,2026-05-19T23:21:44.517270+05:30,BR01,BR01,R005698
E0008867,U0008824,ISSUED,2026-05-19T23:21:44.517270+05:30,BR01,BR01,R005698
E0008868,U0010310,EXPIRED,2026-05-19T09:27:12.364608+05:30,BR02,,
E0008869,U0010333,EXPIRED,2026-05-19T10:07:02.585992+05:30,BR02,,
E0008870,U0010429,EXPIRED,2026-05-19T14:51:51.081200+05:30,BR02,,
E0008871,U0010452,EXPIRED,2026-05-19T16:11:51.782548+05:30,BR02,,
E0008872,U0010355,EXPIRED,2026-05-19T11:13:42.679016+05:30,BR03,,
E0008873,U0010380,EXPIRED,2026-05-19T12:36:05.364053+05:30,BR02,,
E0008874,U0010307,EXPIRED,2026-05-19T09:18:21.245575+05:30,BR04,,
E0008875,U0010350,ISSUED,2026-05-20T07:58:02.655604+05:30,BR01,BR01,R005699
E0008876,U0008869,ISSUED,2026-05-20T07:58:02.655604+05:30,BR01,BR01,R005699
E0008877,U0009507,ISSUED,2026-05-20T07:38:45.479192+05:30,BR06,BR06,R005700
E0008878,U0011051,ISSUED,2026-05-20T07:38:45.479192+05:30,BR06,BR06,R005700
E0008879,U0011112,ISSUED,2026-05-20T07:38:45.479192+05:30,BR06,BR06,R005700
E0008880,U0008865,ISSUED,2026-05-20T07:50:49.945604+05:30,BR02,BR02,R005701
E0008881,U0008895,ISSUED,2026-05-20T07:50:49.945604+05:30,BR02,BR02,R005701
E0008882,U0005672,ISSUED,2026-05-20T10:18:58.003033+05:30,BR05,BR05,R005702
E0008883,U0011253,ISSUED,2026-05-20T09:48:34.508975+05:30,BR04,BR04,R005703
E0008884,U0009407,ISSUED,2026-05-20T07:58:09.464028+05:30,BR05,BR05,R005704
E0008885,U0008063,ISSUED,2026-05-20T07:58:09.464028+05:30,BR05,BR05,R005704
E0008886,U0010780,ISSUED,2026-05-20T11:22:42.276166+05:30,BR03,BR02,R005705
E0008887,U0011265,ISSUED,2026-05-20T08:38:31.486154+05:30,BR04,BR04,R005706
E0008888,U0011460,ISSUED,2026-05-20T08:35:27.403305+05:30,BR01,BR01,R005707
E0008889,U0011218,ISSUED,2026-05-20T08:30:14.616257+05:30,BR04,BR04,R005708
E0008890,U0009677,ISSUED,2026-05-20T09:40:26.255930+05:30,BR06,BR06,R005709
E0008891,U0008998,ISSUED,2026-05-20T10:38:18.027293+05:30,BR05,BR05,R005710
E0008892,U0008650,ISSUED,2026-05-20T11:01:51.715891+05:30,BR03,BR03,R005711
E0008893,U0007275,ISSUED,2026-05-20T11:01:51.715891+05:30,BR03,BR03,R005711
E0008894,U0008676,ISSUED,2026-05-20T11:01:51.715891+05:30,BR03,BR03,R005711
E0008895,U0006697,ISSUED,2026-05-20T10:02:53.734587+05:30,BR02,BR02,R005712
E0008896,U0011384,ISSUED,2026-05-20T11:00:55.903868+05:30,BR06,BR06,R005713
E0008897,U0011516,ISSUED,2026-05-20T11:00:55.903868+05:30,BR06,BR06,R005713
E0008898,U0010351,ISSUED,2026-05-20T09:35:47.297201+05:30,BR04,BR04,R005714
E0008899,U0006722,ISSUED,2026-05-20T12:40:46.689281+05:30,BR02,BR02,R005715
E0008900,U0009824,ISSUED,2026-05-20T11:51:33.229752+05:30,BR06,BR06,R005716
E0008901,U0009828,ISSUED,2026-05-20T11:51:33.229752+05:30,BR06,BR06,R005716
E0008902,U0007548,ISSUED,2026-05-20T12:02:35.446767+05:30,BR03,BR03,R005717
E0008903,U0007610,ISSUED,2026-05-20T12:02:35.446767+05:30,BR03,BR03,R005717
E0008904,U0007639,ISSUED,2026-05-20T12:02:35.446767+05:30,BR03,BR03,R005717
E0008905,U0010940,ISSUED,2026-05-20T11:40:21.768897+05:30,BR03,BR06,R005718
E0008906,U0011469,ISSUED,2026-05-20T13:49:16.103004+05:30,BR02,BR06,R005719
E0008907,U0009021,ISSUED,2026-05-20T09:44:38.170829+05:30,BR05,BR05,R005720
E0008908,U0010535,ISSUED,2026-05-20T09:44:38.170829+05:30,BR05,BR05,R005720
E0008909,U0009077,ISSUED,2026-05-20T09:44:38.170829+05:30,BR05,BR05,R005720
E0008910,U0009088,ISSUED,2026-05-20T10:34:32.491338+05:30,BR05,BR05,R005721
E0008911,U0009089,ISSUED,2026-05-20T10:34:32.491338+05:30,BR05,BR05,R005721
E0008912,U0010549,ISSUED,2026-05-20T10:50:36.883514+05:30,BR04,BR04,R005722
E0008913,U0010467,ISSUED,2026-05-20T11:44:03.980143+05:30,BR04,BR04,R005723
E0008914,U0011430,ISSUED,2026-05-20T12:13:19.781516+05:30,BR04,BR04,R005724
E0008915,U0011496,ISSUED,2026-05-20T12:13:19.781516+05:30,BR04,BR04,R005724
E0008916,U0011543,ISSUED,2026-05-20T12:13:19.781516+05:30,BR04,BR04,R005724
E0008917,U0010687,ISSUED,2026-05-20T10:33:33.644630+05:30,BR05,BR05,R005725
E0008918,U0010551,ISSUED,2026-05-20T11:34:46.368955+05:30,BR03,BR03,R005726
E0008919,U0011556,ISSUED,2026-05-20T11:26:41.854118+05:30,BR06,BR06,R005727
E0008920,U0011562,DISCARDED_TTI,2026-05-21T10:35:03.147083+05:30,BR06,,
E0008921,U0011563,DISCARDED_TTI,2026-05-21T10:35:03.147083+05:30,BR06,,
E0008922,U0011467,ISSUED,2026-05-20T14:24:17.625587+05:30,BR01,BR01,R005728
E0008923,U0010228,ISSUED,2026-05-20T12:23:52.870544+05:30,BR05,BR05,R005729
E0008924,U0008752,ISSUED,2026-05-20T12:23:52.870544+05:30,BR05,BR05,R005729
E0008925,U0008075,ISSUED,2026-05-20T11:57:35.724622+05:30,BR05,BR05,R005730
E0008926,U0008113,ISSUED,2026-05-20T11:57:35.724622+05:30,BR05,BR05,R005730
E0008927,U0010594,ISSUED,2026-05-20T12:10:56.639111+05:30,BR04,BR04,R005731
E0008928,U0010638,ISSUED,2026-05-20T12:10:56.639111+05:30,BR04,BR04,R005731
E0008929,U0010640,ISSUED,2026-05-20T11:59:46.225471+05:30,BR04,BR04,R005732
E0008930,U0010681,ISSUED,2026-05-20T12:04:17.523655+05:30,BR01,BR01,R005733
E0008931,U0010933,ISSUED,2026-05-20T12:04:17.523655+05:30,BR01,BR01,R005733
E0008932,U0011284,ISSUED,2026-05-20T13:33:33.010493+05:30,BR04,BR04,R005734
E0008933,U0004530,ISSUED,2026-05-20T12:30:24.785721+05:30,BR01,BR01,R005735
E0008934,U0010913,ISSUED,2026-05-20T15:53:20.987901+05:30,BR02,BR06,R005736
E0008935,U0010948,ISSUED,2026-05-20T15:53:20.987901+05:30,BR02,BR06,R005736
E0008936,U0008208,ISSUED,2026-05-20T15:48:50.156168+05:30,BR02,BR02,R005737
E0008937,U0008221,ISSUED,2026-05-20T15:48:50.156168+05:30,BR02,BR02,R005737
E0008938,U0009114,ISSUED,2026-05-20T12:28:56.504707+05:30,BR05,BR05,R005738
E0008939,U0011572,ISSUED,2026-05-20T12:49:04.408062+05:30,BR04,BR04,R005739
E0008940,U0011326,ISSUED,2026-05-20T12:49:04.408062+05:30,BR04,BR04,R005739
E0008941,U0008874,ISSUED,2026-05-20T14:07:07.425250+05:30,BR01,BR01,R005740
E0008942,U0011532,ISSUED,2026-05-20T13:53:55.742767+05:30,BR06,BR06,R005741
